Date,Consumer Sentiment Index (UMich),Core CPI (MoM %),CPI MoM %,PPI (MoM %),5Y Breakeven Inflation Rate,Consumer Sentiment Index (UMich)_Label,Core CPI (MoM %)_Label,CPI MoM %_Label,PPI (MoM %)_Label,5Y Breakeven Inflation Rate_Label
2003-01-01,-0.8791238194488735,-0.2698115931369569,0.7278836827783238,1.248750692335766,-0.9641746954849384,Cold,Neutral,Hot,Hot,Cold
2003-02-01,-0.6321123574782724,-1.0454223541217869,1.0785902058690275,1.1601613107590663,-0.5213980695844128,Cold,Cold,Hot,Hot,Cold
2003-03-01,-0.1380894335370707,-1.3979727000239823,-0.1648238305434671,1.9010906839460087,-0.4328427444043077,Neutral,Cold,Neutral,Very Hot,Neutral
2003-04-01,-1.0026295504341742,-1.3979727000239823,-1.8864740348069213,-2.7216643183290445,-0.6630865898725807,Cold,Cold,Very Cold,Very Cold,Cold
2003-05-01,-1.4966524743753757,0.08273875276523847,-1.185060988625514,-0.265322374611464,-1.0704410857010642,Cold,Neutral,Cold,Neutral,Cold
2003-06-01,-1.3731467433900753,-1.0454223541217869,-0.32423588649378693,0.5561428000088416,-1.0350189556290221,Cold,Cold,Neutral,Hot,Cold
2003-07-01,-1.8671696673312772,0.08273875276523847,0.3771771596876203,-0.386126076761509,-0.6630865898725807,Very Cold,Neutral,Neutral,Neutral,Cold
2003-08-01,-0.8791238194488735,-0.6928720082195914,0.7278836827783238,-0.03176855045471048,-0.0963325087199084,Cold,Cold,Hot,Neutral,Neutral
2003-09-01,-0.5086066264929724,-1.0454223541217869,0.3771771596876203,0.08098157155199813,-0.0963325087199084,Cold,Cold,Neutral,Neutral,Neutral
2003-10-01,-0.755618088463573,-0.340321662317396,-1.025648932675194,0.25816033470539734,0.06306707660428093,Cold,Neutral,Cold,Neutral,Neutral
2003-11-01,-0.6321123574782724,-1.3979727000239823,-0.5155303536341708,-0.4425011377648633,0.13391133674836508,Cold,Cold,Cold,Neutral,Neutral
2003-12-01,-0.755618088463573,-0.6928720082195914,0.18588269254723652,0.13735663255535244,0.16933346682040715,Cold,Cold,Neutral,Neutral,Neutral
2004-01-01,-0.6321123574782724,0.08273875276523847,0.6960012715882599,0.8863395858856312,0.16933346682040715,Cold,Neutral,Hot,Hot,Neutral
2004-02-01,-0.755618088463573,-0.340321662317396,-0.005411774593147333,0.19373169355870676,0.47042157243276433,Cold,Neutral,Neutral,Neutral,Neutral
2004-03-01,-0.38510089550767185,0.7878394445696294,-0.005411774593147333,0.3548032964254333,0.5766879626488906,Neutral,Hot,Neutral,Neutral,Hot
2004-04-01,-0.014583702551770147,0.012228683584799508,-0.1648238305434671,0.7494287234489135,0.7537986130091009,Neutral,Neutral,Neutral,Hot,Hot
2004-05-01,0.10892202843352987,-0.340321662317396,0.6960012715882599,0.9024467461723037,1.0017535235133948,Neutral,Neutral,Hot,Hot,Hot
2004-06-01,0.10892202843352987,0.012228683584799508,0.5047068044478761,0.008499350261971184,1.019464588549416,Neutral,Neutral,Hot,Neutral,Hot
2004-07-01,-0.2615951645223713,-0.6928720082195914,-0.32423588649378693,-0.09619719160140111,0.8069318081171637,Neutral,Cold,Neutral,Neutral,Hot
2004-08-01,-0.5086066264929724,-1.0454223541217869,-0.5155303536341708,0.12124947226867977,0.7183764829370589,Cold,Cold,Cold,Neutral,Hot
2004-09-01,-0.5086066264929724,0.7173293753891902,0.3452947484975563,-0.3700189164748363,0.5412658325768485,Cold,Hot,Neutral,Neutral,Hot
2004-10-01,-0.1380894335370707,0.012228683584799508,1.0148253834888996,1.0474111887523578,0.7537986130091009,Neutral,Neutral,Hot,Hot,Hot
2004-11-01,-0.5086066264929724,0.012228683584799508,0.8235309163485156,0.540035639722169,1.1965752389096265,Cold,Neutral,Hot,Hot,Hot
2004-12-01,-0.2615951645223713,-0.340321662317396,-0.6749424095844905,-0.8451801449316798,1.2851305640897313,Neutral,Neutral,Cold,Cold,Hot
2005-01-01,-0.38510089550767185,0.012228683584799508,-0.8343544655348103,0.16957095312869774,1.1257309787655423,Neutral,Neutral,Cold,Neutral,Hot
2005-02-01,-0.38510089550767185,0.012228683584799508,0.6641188603981959,0.16151737298536145,1.3028416291257527,Neutral,Neutral,Hot,Neutral,Hot
2005-03-01,-0.014583702551770147,1.0698797212913855,0.47282439325781206,0.91050032631564,1.6570629298461725,Neutral,Hot,Neutral,Hot,Very Hot
2005-04-01,0.10892202843352987,-1.0454223541217869,0.3134123373074923,0.4756069985754782,1.4622412144499415,Neutral,Cold,Neutral,Neutral,Hot
2005-05-01,-0.014583702551770147,-0.340321662317396,-0.8343544655348103,-0.5713584200582446,1.1080199137295208,Neutral,Neutral,Cold,Cold,Hot
2005-06-01,-0.014583702551770147,-1.0454223541217869,-0.5155303536341708,-0.20894731360810972,0.7715096780451216,Neutral,Cold,Cold,Neutral,Hot
2005-07-01,-0.2615951645223713,-0.340321662317396,1.301767084199475,0.8380181050256132,0.6475322227929747,Neutral,Neutral,Hot,Hot,Hot
2005-08-01,-0.1380894335370707,-0.6928720082195914,1.301767084199475,0.45949983828880553,0.8246428731531851,Neutral,Cold,Hot,Neutral,Hot
2005-09-01,1.3439793382865344,-0.6928720082195914,3.724830334644336,2.1426980882460986,1.178864173873605,Hot,Cold,Very Hot,Very Hot,Hot
2005-10-01,1.7144965312424356,1.0698797212913855,-0.1967062417335311,1.780286981795964,1.214286303945647,Very Hot,Hot,Neutral,Very Hot,Hot
2005-11-01,0.10892202843352987,0.36477902948699487,-2.2690629690876882,-1.4169843351085591,0.948620328405332,Neutral,Neutral,Very Cold,Cold,Hot
2005-12-01,-0.1380894335370707,-0.340321662317396,-0.6749424095844905,-0.5552512597715719,0.6475322227929747,Neutral,Neutral,Cold,Cold,Hot
2006-01-01,-0.2615951645223713,0.012228683584799508,1.269884673009411,0.4353390978587967,0.8246428731531851,Neutral,Neutral,Hot,Neutral,Hot
2006-02-01,-0.2615951645223713,0.012228683584799508,-0.5155303536341708,-1.4330914953952318,1.143442043801563,Neutral,Neutral,Cold,Cold,Hot
2006-03-01,-0.2615951645223713,0.9993696521109469,-0.1967062417335311,-0.00760781002470149,1.1965752389096265,Neutral,Hot,Neutral,Neutral,Hot
2006-04-01,0.10892202843352987,0.2942689603065557,0.9191781499187076,0.8299645248822769,1.2319973689816686,Neutral,Neutral,Hot,Hot,Hot
2006-05-01,0.9734621453306332,0.646819306208751,0.28152992611742833,0.5239284794354963,1.3205526941617733,Hot,Hot,Neutral,Hot,Hot
2006-06-01,0.10892202843352987,0.2942689603065557,0.12211787016710854,-0.0639828710280558,1.1965752389096265,Neutral,Neutral,Neutral,Neutral,Hot
2006-07-01,-0.014583702551770147,-0.05828138559563964,1.0785902058690275,0.1293030524120161,1.1257309787655423,Neutral,Neutral,Hot,Neutral,Hot
2006-08-01,0.7264506833600322,0.2942689603065557,0.7278836827783238,0.32258897585208807,1.0725977836574787,Hot,Neutral,Hot,Neutral,Hot
2006-09-01,-0.1380894335370707,-0.05828138559563964,-2.2371805578976245,-1.4089307549652228,0.6121100927209326,Neutral,Neutral,Very Cold,Cold,Hot
2006-10-01,-0.1380894335370707,-0.05828138559563964,-2.077768501947305,-1.7632882812720214,0.41728837732470164,Neutral,Neutral,Very Cold,Very Cold,Neutral
2006-11-01,-0.2615951645223713,-0.6928720082195914,-0.5155303536341708,0.9829825476056671,0.3995773122886802,Neutral,Cold,Cold,Hot,Neutral
2006-12-01,-0.38510089550767185,-0.41083173149783503,1.0467077946789636,0.2823210751354064,0.5412658325768485,Neutral,Neutral,Hot,Neutral,Hot
2007-01-01,-0.2615951645223713,0.2942689603065557,-0.13294141935340312,-0.9901445875117336,0.5943990276849113,Neutral,Neutral,Neutral,Cold,Hot
2007-02-01,-0.2615951645223713,0.43528909866743404,0.568471626828004,1.1682148909024026,0.7537986130091009,Neutral,Neutral,Hot,Hot,Hot
2007-03-01,-0.2615951645223713,-0.41083173149783503,0.9829429722988355,0.9990897078923398,0.8777760682612478,Neutral,Neutral,Hot,Hot,Hot
2007-04-01,0.10892202843352987,-0.2698115931369569,0.28152992611742833,0.7896966241655952,0.948620328405332,Neutral,Neutral,Neutral,Hot,Hot
2007-05-01,0.10892202843352987,-0.340321662317396,0.6322364492081318,0.685000082302223,0.7715096780451216,Neutral,Neutral,Hot,Hot,Hot
2007-06-01,0.23242775941883043,-0.2698115931369569,0.058353047786980645,0.024606510548643813,0.7537986130091009,Neutral,Neutral,Neutral,Neutral,Hot
2007-07-01,0.23242775941883043,-0.12879145477607878,-0.10105900816333921,0.39507119714211497,0.6121100927209326,Neutral,Neutral,Neutral,Neutral,Hot
2007-08-01,-0.014583702551770147,-0.2698115931369569,-0.5792951760142986,-1.4491986556819045,0.16933346682040715,Neutral,Neutral,Cold,Cold,Neutral
2007-09-01,-0.1380894335370707,0.08273875276523847,0.6641188603981959,0.30648181556541537,0.2047555968924492,Neutral,Neutral,Hot,Neutral,Neutral
2007-10-01,-0.1380894335370707,0.36477902948699487,0.3134123373074923,0.346749716282097,0.4349994423607223,Neutral,Neutral,Neutral,Neutral,Neutral
2007-11-01,0.23242775941883043,0.5057991678478732,1.843768074430563,1.7722334016526273,0.6475322227929747,Neutral,Hot,Very Hot,Very Hot,Hot
2007-12-01,0.23242775941883043,0.2942689603065557,0.24964751492736434,-0.386126076761509,0.48813263746878577,Neutral,Neutral,Neutral,Neutral,Neutral
2008-01-01,0.23242775941883043,0.5763092370283123,0.4090595708776843,0.8702324255989585,0.3110219871085754,Neutral,Hot,Neutral,Hot,Neutral
2008-02-01,0.47943922138943157,-0.8338921465804696,0.09023545897704455,0.5480892198655053,0.3287330521445961,Neutral,Cold,Neutral,Hot,Neutral
2008-03-01,1.3439793382865344,0.1532488219456776,0.47282439325781206,2.086323027242744,0.5589768976128692,Hot,Neutral,Neutral,Very Hot,Hot
2008-04-01,1.9615079932130368,-0.9044022157609086,0.058353047786980645,1.0796255093257032,0.5058437025048065,Very Hot,Cold,Neutral,Hot,Hot
2008-05-01,2.4555309171542388,-0.12879145477607878,1.2061198506292832,2.199073149249453,0.7360875479730795,Very Hot,Neutral,Hot,Very Hot,Hot
2008-06-01,2.332025186168938,0.22375889112611677,2.672710765372226,1.3856615547724835,1.019464588549416,Very Hot,Neutral,Very Hot,Hot,Hot
2008-07-01,2.332025186168938,0.36477902948699487,1.5887087849100507,1.7963941420826366,0.9131981983332899,Very Hot,Neutral,Very Hot,Very Hot,Hot
2008-08-01,1.9615079932130368,0.012228683584799508,-1.15317857743545,-2.75387863890239,0.08077814164030196,Very Hot,Neutral,Cold,Very Cold,Neutral
2008-09-01,1.3439793382865344,-0.340321662317396,-0.38800070887391486,-1.0626268088017607,-1.0881521507370853,Hot,Neutral,Neutral,Cold,Cold
2008-10-01,0.8499564143453328,-1.186442492482665,-3.4168297719299914,-4.501505530006374,-3.496856995635944,Hot,Cold,Very Cold,Very Cold,Very Cold
2008-11-01,-0.38510089550767185,-0.9044022157609086,-6.318129190225812,-4.35654108742632,-5.9232729055708235,Neutral,Cold,Very Cold,Very Cold,Very Cold
2008-12-01,-1.8671696673312772,-1.4684827692044216,-3.2893001271697355,-2.8988430814824437,-3.8687893613923854,Very Cold,Cold,Very Cold,Very Cold,Very Cold
2009-01-01,-1.2496410124047748,-0.05828138559563964,0.12211787016710854,-0.0639828710280558,-3.42601273549186,Cold,Neutral,Neutral,Neutral,Very Cold
2009-02-01,-1.6201582053606765,0.08273875276523847,0.47282439325781206,-1.1028947095184423,-2.416482028438662,Very Cold,Neutral,Neutral,Cold,Very Cold
2009-03-01,-1.4966524743753757,0.08273875276523847,-0.9937665214851302,-0.780751503784989,-2.3987709634026406,Cold,Neutral,Cold,Cold,Very Cold
2009-04-01,-0.5086066264929724,0.08273875276523847,-0.3561182976838509,0.2662139148487337,-2.1153939228263043,Cold,Neutral,Neutral,Neutral,Very Cold
2009-05-01,-0.5086066264929724,-0.7633820774000306,-0.1967062417335311,0.6044642808688596,-1.5663509067096528,Cold,Cold,Neutral,Hot,Very Cold
2009-06-01,-0.1380894335370707,-0.6928720082195914,1.971297719190818,1.3453936540558018,-0.7339308500166649,Neutral,Cold,Very Hot,Hot,Cold
2009-07-01,-0.38510089550767185,-0.9044022157609086,-0.7705896431546824,-0.9498766867950521,-1.1767074759171905,Neutral,Cold,Cold,Cold,Cold
2009-08-01,-0.5086066264929724,-0.6223619390391524,0.3771771596876203,0.9588218071756581,-1.1767074759171905,Cold,Cold,Neutral,Hot,Cold
2009-09-01,-1.2496410124047748,-0.05828138559563964,-0.06917659697327523,-0.6196799009182625,-1.0704410857010642,Cold,Neutral,Neutral,Cold,Cold
2009-10-01,-0.38510089550767185,0.43528909866743404,0.28152992611742833,0.298428235422079,-0.787064045124728,Neutral,Neutral,Neutral,Neutral,Cold
2009-11-01,-0.6321123574782724,-0.9044022157609086,0.3771771596876203,0.8058037844522679,-0.3442874192242025,Cold,Cold,Neutral,Hot,Neutral
2009-12-01,-0.8791238194488735,-0.6928720082195914,-0.5155303536341708,0.10514231198200713,-0.06091037864786632,Cold,Cold,Cold,Neutral,Neutral
2010-01-01,-0.5086066264929724,-2.1735834610088123,-0.48364794244410675,1.5064652569225285,0.22246666192846987,Cold,Very Cold,Neutral,Very Hot,Neutral
2010-02-01,-0.6321123574782724,-1.1159324233022259,-0.9937665214851302,-0.6035727406315898,0.009933881496217826,Cold,Cold,Cold,Cold,Neutral
2010-03-01,-0.6321123574782724,-1.2569525616631043,-0.5792951760142986,0.8138573645956042,-0.13175463879195007,Cold,Cold,Cold,Hot,Neutral
2010-04-01,-0.38510089550767185,-1.2569525616631043,-0.6111775872043627,0.27426749499207004,0.02764494653223886,Neutral,Cold,Cold,Neutral,Neutral
2010-05-01,-0.014583702551770147,-0.9749122849413479,-0.8343544655348103,-0.03176855045471048,-0.30886528915216044,Neutral,Cold,Cold,Neutral,Neutral
2010-06-01,-0.5086066264929724,-0.6928720082195914,-0.8024720543447463,-0.7726979236416527,-0.5213980695844128,Cold,Cold,Cold,Cold,Cold
2010-07-01,-0.6321123574782724,-0.8338921465804696,-0.06917659697327523,0.05682083112198916,-0.9287525654128963,Cold,Cold,Neutral,Neutral,Cold
2010-08-01,-0.6321123574782724,-0.9044022157609086,-0.1967062417335311,0.13735663255535244,-1.0704410857010642,Cold,Cold,Neutral,Neutral,Cold
2010-09-01,-1.2496410124047748,-0.7633820774000306,-0.1648238305434671,-0.20894731360810972,-1.1767074759171905,Cold,Cold,Neutral,Neutral,Cold
2010-10-01,-0.6321123574782724,-1.0454223541217869,0.4409419820677481,0.5319820595788326,-0.769352980088707,Cold,Cold,Neutral,Hot,Cold
2010-11-01,-0.2615951645223713,-0.41083173149783503,0.12211787016710854,0.2662139148487337,-0.6807976549086018,Neutral,Neutral,Neutral,Neutral,Cold
2010-12-01,-0.2615951645223713,-0.7633820774000306,0.6003540380180681,0.6527857617288776,-0.37970954929624456,Neutral,Cold,Hot,Hot,Neutral
2011-01-01,0.23242775941883043,0.08273875276523847,0.3452947484975563,1.0635183490390305,-0.025488248575824247,Neutral,Neutral,Neutral,Hot,Neutral
2011-02-01,0.23242775941883043,-0.12879145477607878,0.3452947484975563,1.0876790894690396,0.11620027171234365,Neutral,Neutral,Neutral,Hot,Neutral
2011-03-01,1.7144965312424356,-0.6223619390391524,0.9829429722988355,1.1923756313324116,0.45271050739674373,Very Hot,Cold,Hot,Hot,Neutral
2011-04-01,1.7144965312424356,-0.5518518698587133,0.8235309163485156,1.3695543944858108,0.6475322227929747,Very Hot,Cold,Hot,Hot,Hot
2011-05-01,1.0969678763159334,0.012228683584799508,0.3452947484975563,0.1856781134153704,0.41728837732470164,Hot,Neutral,Neutral,Neutral,Neutral
2011-06-01,0.7264506833600322,0.22375889112611677,-0.6749424095844905,-0.28948311504147306,0.02764494653223886,Hot,Neutral,Cold,Neutral,Neutral
2011-07-01,0.23242775941883043,0.22375889112611677,0.15400028135717253,0.06487441126532549,0.1516224017843857,Neutral,Neutral,Neutral,Neutral,Neutral
2011-08-01,0.355933490404131,0.646819306208751,0.3452947484975563,-0.7565907633549802,-0.30886528915216044,Neutral,Hot,Neutral,Cold,Neutral
2011-09-01,0.10892202843352987,-0.6223619390391524,0.026470636596916657,-0.00760781002470149,-0.5745312646924756,Neutral,Cold,Neutral,Neutral,Cold
2011-10-01,-0.014583702551770147,-0.19930152395651773,-0.4517655312540428,-1.23980557195516,-0.4328427444043077,Neutral,Neutral,Neutral,Cold,Neutral
2011-11-01,-0.014583702551770147,-0.19930152395651773,-0.10105900816333921,-0.08814361145806479,-0.3265763541881815,Neutral,Neutral,Neutral,Neutral,Neutral
2011-12-01,-0.1380894335370707,0.1532488219456776,-0.6111775872043627,-0.8451801449316798,-0.4859759395123708,Neutral,Neutral,Cold,Cold,Neutral
2012-01-01,0.10892202843352987,0.08273875276523847,0.18588269254723652,0.1534637928420251,-0.3265763541881815,Neutral,Neutral,Neutral,Neutral,Neutral
2012-02-01,0.10892202843352987,-0.9044022157609086,-0.005411774593147333,0.1534637928420251,0.009933881496217826,Neutral,Cold,Neutral,Neutral,Neutral
2012-03-01,0.8499564143453328,-0.05828138559563964,-0.005411774593147333,0.8299645248822769,0.1870445318564278,Hot,Neutral,Neutral,Hot,Neutral
2012-04-01,-0.014583702551770147,-0.05828138559563964,-0.13294141935340312,-0.40223323704818165,0.009933881496217826,Neutral,Neutral,Neutral,Neutral,Neutral
2012-05-01,-0.2615951645223713,-0.41083173149783503,-1.3444730445758337,-0.9176623662217068,-0.0963325087199084,Neutral,Neutral,Cold,Cold,Neutral
2012-06-01,-0.1380894335370707,-0.19930152395651773,-0.9300016991050023,-1.046519648515088,-0.3265763541881815,Neutral,Neutral,Cold,Cold,Neutral
2012-07-01,-0.2615951645223713,-0.340321662317396,-0.5792951760142986,-0.08814361145806479,-0.30886528915216044,Neutral,Neutral,Cold,Neutral,Neutral
2012-08-01,0.47943922138943157,-0.6223619390391524,1.1742374394392192,0.8380181050256132,-0.06091037864786632,Neutral,Cold,Hot,Hot,Neutral
2012-09-01,0.10892202843352987,-0.05828138559563964,0.8554133275385796,0.4675534184321419,0.3464441171806175,Neutral,Neutral,Hot,Neutral,Neutral
2012-10-01,-0.1380894335370707,-0.2698115931369569,0.18588269254723652,-0.5633048399149082,0.3995773122886802,Neutral,Neutral,Neutral,Cold,Neutral
2012-11-01,-0.1380894335370707,-0.48134180067827415,-1.2169433998155779,-0.8854480456483614,0.1870445318564278,Neutral,Neutral,Cold,Cold,Neutral
2012-12-01,-0.014583702551770147,-0.19930152395651773,-0.7068248207745546,-0.32975101575815463,0.27559985703653334,Neutral,Neutral,Cold,Neutral,Neutral
2013-01-01,0.10892202843352987,0.1532488219456776,-0.03729418578321123,0.19373169355870676,0.4349994423607223,Neutral,Neutral,Neutral,Neutral,Neutral
2013-02-01,0.10892202843352987,-0.340321662317396,1.0467077946789636,0.5078213191488236,0.5058437025048065,Neutral,Neutral,Hot,Hot,Hot
2013-03-01,-0.014583702551770147,-0.6928720082195914,-1.5676499229062815,-0.32975101575815463,0.5412658325768485,Neutral,Cold,Very Cold,Neutral,Hot
2013-04-01,-0.1380894335370707,-1.2569525616631043,-1.3444730445758337,-0.41028681719151794,0.25788879200051196,Neutral,Cold,Cold,Neutral,Neutral
2013-05-01,-0.1380894335370707,-0.9044022157609086,-0.5474127648242346,0.024606510548643813,0.06306707660428093,Neutral,Cold,Cold,Neutral,Neutral
2013-06-01,-0.2615951645223713,-0.340321662317396,0.09023545897704455,-0.12841151217474644,-0.27344315908011835,Neutral,Neutral,Neutral,Neutral,Neutral
2013-07-01,-0.1380894335370707,0.22375889112611677,-0.03729418578321123,-0.1686794128914281,-0.1494657038279711,Neutral,Neutral,Neutral,Neutral,Neutral
2013-08-01,-0.2615951645223713,-0.05828138559563964,0.09023545897704455,-0.28948311504147306,-0.16717676886399213,Neutral,Neutral,Neutral,Neutral,Neutral
2013-09-01,0.10892202843352987,-0.2698115931369569,-0.5474127648242346,-0.32975101575815463,-0.30886528915216044,Neutral,Neutral,Cold,Neutral,Neutral
2013-10-01,-0.2615951645223713,-0.7633820774000306,-0.5155303536341708,-0.7646443434983163,-0.2911542241161394,Neutral,Cold,Cold,Cold,Neutral
2013-11-01,-0.38510089550767185,-0.05828138559563964,-0.10105900816333921,-0.7243764427816349,-0.3442874192242025,Neutral,Neutral,Neutral,Cold,Neutral
2013-12-01,-0.2615951645223713,-0.19930152395651773,0.15400028135717253,0.11319589212534348,-0.4859759395123708,Neutral,Neutral,Neutral,Neutral,Neutral
2014-01-01,-0.1380894335370707,-0.7633820774000306,0.09023545897704455,0.5078213191488236,-0.3619984842602235,Neutral,Cold,Neutral,Hot,Neutral
2014-02-01,-0.014583702551770147,-0.7633820774000306,-0.32423588649378693,0.540035639722169,-0.30886528915216044,Neutral,Cold,Neutral,Hot,Neutral
